NAICS_Code,BEA_Sector_Code,BEA_Sector_Name,Spending_USD,Pct_of_Total,GHG_kg_CO2e,Energy_MJ,Water_gallons,Land_m2_year,GHG_Intensity_kg_per_1000USD,Energy_Intensity_MJ_per_1000USD
721214,721000,Hotels (except Casino Hotels) and Motels,4814786.81,0.0010910257736496125,625922.2853,18536929.2185,1251844.5706,3129.6114264999997,130.0,3850.0
423830,423000,"Merchant Wholesalers, Durable Goods",4430236.98,0.0010038871749247032,403151.56518,9968033.205,806303.13036,2037.9090108,91.0,2250.0
339944,339900,Other Miscellaneous Manufacturing,4405587.22,0.0009983015644842946,644096.8515639999,25442266.195499998,1465298.3093719997,4097.196114599999,146.2,5775.0
332813,332800,Metal Heat Treating,4342236.93,0.00098394645347198,1485045.03006,39405800.139750004,4455135.09018,14850.4503006,342.0,9075.0
339993,339900,Other Miscellaneous Manufacturing,4161464.01,0.0009429834944291685,608406.038262,24032454.65775,1384102.929726,3870.1615293,146.2,5775.0
315110,315000,Hosiery and Sock Mills,4043737.73,0.0009163068396187988,420548.72391999996,15669483.703749998,841097.4478399999,2102.7436196,104.0,3875.0
339992,339900,Other Miscellaneous Manufacturing,3610050.5,0.000818033756239494,527789.3831,20848041.637500003,1200702.7963,3357.346965,146.2,5775.0
336510,336500,Railroad Rolling Stock Manufacturing,3576239.37,0.0008103721887138869,1419767.0298900001,32454372.282750003,4259301.089670001,14197.670298900002,397.0,9075.0
712120,712000,Museums,3550761.54,0.0008045989384572129,415439.10018,7456599.233999999,830878.20036,2059.4416932,117.0,2100.0
488991,488000,Support Activities for Transportation,3454184.49,0.0007827146775644554,2315339.863647,24633171.271986,10395022.804206,40413.958533,670.3,7131.4
327215,327200,Flat Glass Manufacturing,3208973.96,0.0007271502219078442,1591651.0841599999,55836146.90399999,4774953.252479999,15916.5108416,496.0,17400.0
561910,561000,Administrative and Support Services,3177511.29,0.0007200208130196794,338722.70351399994,6672773.709,677445.4070279999,1684.0809837,106.6,2100.0
339994,339900,Other Miscellaneous Manufacturing,3137660.69,0.0007109907077603769,458725.99287799996,18119990.48475,1043585.9454939999,2918.0244417,146.2,5775.0
423490,423000,"Merchant Wholesalers, Durable Goods",3028166.88,0.0006861795222439212,275563.18607999996,6813375.4799999995,551126.3721599999,1392.9567647999997,91.0,2250.0
423690,423000,"Merchant Wholesalers, Durable Goods",2936261.97,0.0006653539635033573,267199.83927,6606589.4325,534399.67854,1350.6805062,91.0,2250.0
481111,481000,Scheduled Passenger Air Transportation,2867179.78,0.0006497000098052162,1964018.1493,36699901.184,9820090.7465,39280.362986,685.0,12800.0
315280,315000,Hosiery and Sock Mills,2824940.74,0.0006401286864813043,293793.83696000004,10946645.3675,587587.6739200001,1468.9691848,104.0,3875.0
561613,561000,Administrative and Support Services,2608481.98,0.0005910793525415871,278064.179068,5477812.158,556128.358136,1382.4954494,106.6,2100.0
316990,316000,Leather and Hide Tanning and Finishing,2459495.96,0.0005573192725737936,617333.48596,9530546.845,1852000.45788,6173.3348596,251.0,3875.0
561622,561000,Administrative and Support Services,2011765.46,0.00045586399855533145,214454.198036,4224707.466,428908.396072,1066.2356938,106.6,2100.0
484121,484000,"General Freight Trucking, Local",1879772.24,0.00042595446971224575,1439905.5358399998,21053449.088,7199527.679199999,28798.110716799998,766.0,11200.0
423910,423000,"Merchant Wholesalers, Durable Goods",1842863.18,0.00041759091441265396,167700.54937999998,4146442.155,335401.09875999996,847.7170627999999,91.0,2250.0
423440,423000,"Merchant Wholesalers, Durable Goods",1799309.51,0.0004077216972734158,163737.16541,4048446.3975,327474.33082,827.6823746,91.0,2250.0
327110,327100,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",1795914.45,0.0004069523801448996,736324.9245,31248911.430000003,2208974.7735,7363.249245,410.0,17400.0
492210,492000,Couriers and Express Delivery Services,1789859.9,0.0004055804252986059,565595.7284,10023215.440000001,1696787.1852,5655.957284000001,316.0,5600.000000000001
423620,423000,"Merchant Wholesalers, Durable Goods",1773613.49,0.0004018990053855862,161398.82759,3990630.3525,322797.65518,815.8622054,91.0,2250.0
485320,485000,Mixed Mode Transit Systems,1702780.75,0.00038584837884533823,839470.9097500001,13622246.0,2518412.7292500003,8394.709097500001,493.0,8000.0
452319,452000,Department Stores,1696617.36,0.0003844517609662064,247706.13456000003,3257505.3312000004,495412.26912000007,1238.5306728,146.0,1920.0
541850,541800,Advertising Agencies,1661488.92,0.0003764916923400102,139565.06928,2691612.0504,279130.13856,697.8253464,84.0,1620.0
541420,541400,Interior Design Services,1652361.1,0.00037442333765054595,145407.7768,2676824.9820000003,290815.5536,727.038884,88.0,1620.0
485991,485000,Mixed Mode Transit Systems,1624841.67,0.0003681874629190235,801046.94331,12998733.36,2403140.82993,8010.4694331,493.0,8000.0
482111,482000,Line-Haul Railroads,1589141.6,0.00036009786351865147,708757.1536000001,8899192.96,2126271.4608,7087.571536,446.0,5600.0
423320,423000,"Merchant Wholesalers, Durable Goods",1486415.54,0.0003368202432400754,135263.81414,3344434.965,270527.62828,683.7511483999999,91.0,2250.0
541490,541400,Interior Design Services,1479841.18,0.00033533049997868037,130226.02383999998,2397342.7115999996,260452.04767999996,651.1301192,88.0,1620.0
324199,324190,Petroleum Lubricating Oil and Grease Manufacturing,1378164.86,0.00031229074971197117,749721.6838400001,33489406.098,3748608.4192000004,14994.433676800003,544.0,24299.999999999996
541922,541900,Other Professional Services,1353321.98,0.0003066613784768023,129648.24568399998,2192381.6075999998,287986.917344,784.9267483999998,95.8,1620.0
115112,115000,Cotton Ginning,1348974.41,0.0003056762235551151,430322.8367899999,8633436.224,1290968.5103699998,4303.228367899999,319.0,6400.0
321211,321200,Hardwood Veneer and Plywood Manufacturing,1311720.49,0.00029723452333174,329241.84299000003,15150371.6595,987725.52897,3292.4184299,251.00000000000003,11550.0
316999,316000,Leather and Hide Tanning and Finishing,1292613.14,0.0002929048173366901,324445.89813999995,5008875.9174999995,973337.6944199998,3244.458981399999,251.0,3875.0
483212,483000,Deep Sea Freight Transportation,1291116.76,0.0002925657391569911,752721.0710799999,9296040.671999998,3763605.3553999993,15054.421421599998,583.0,7200.0
423840,423000,"Merchant Wholesalers, Durable Goods",1286287.5,0.00029147143377326943,117052.16249999999,2894146.875,234104.32499999998,591.69225,91.0,2250.0
512290,512200,Music Publishers,1249535.27,0.0002831434159915021,49981.410800000005,2549051.9508,99962.82160000001,249.90705400000002,40.0,2040.0
485210,485000,Mixed Mode Transit Systems,1245407.78,0.00028220813097304024,613986.0355400001,9963262.24,1841958.10662,6139.8603554,493.0,8000.0
561510,561000,Administrative and Support Services,1207821.84,0.00027369119535676777,128753.80814400001,2536425.8640000005,257507.61628800002,640.1455752,106.6,2100.0
321113,321100,Sawmills,1195451.99,0.0002708881999804928,365808.30894,13807470.4845,1097424.92682,3658.0830894000005,306.0,11550.0
524298,524200,Insurance Agencies and Brokerages,1123773.01,0.0002546458163205369,29218.09826,1438429.4528,58436.19652,146.0904913,26.0,1280.0
423730,423000,"Merchant Wholesalers, Durable Goods",1122467.21,0.0002543499233741924,102144.51610999998,2525551.2224999997,204289.03221999996,516.3349165999999,91.0,2250.0
327211,327200,Flat Glass Manufacturing,1115694.68,0.00025281527499319476,553384.5612799999,19413087.432,1660153.6838399998,5533.8456128,496.0,17400.0
423710,423000,"Merchant Wholesalers, Durable Goods",1107216.27,0.00025089407594646715,100756.68057,2491236.6075,201513.36114,509.31948420000003,91.0,2250.0
113210,113000,Timber Tract Operations,1028462.0,0.00023304843879873218,256087.038,7404926.4,768261.114,2560.8703800000003,249.0,7200.0
423860,423000,"Merchant Wholesalers, Durable Goods",911414.04,0.00020652549060757252,82938.67764,2050681.5899999999,165877.35528,419.25045839999996,91.0,2250.0
541840,541800,Advertising Agencies,768896.84,0.00017423123864496553,64587.334559999996,1245612.8808,129174.66911999999,322.9366728,84.0,1620.0
541340,541300,Architectural Services,752712.21,0.0001705638180168479,70754.94773999999,1219393.7801999997,141509.89547999998,353.7747386999999,94.0,1620.0
327212,327200,Flat Glass Manufacturing,738741.15,0.00016739799008994017,366415.6104,12854096.01,1099246.8312,3664.156104,496.0,17400.0
486210,486000,Pipeline Transportation of Crude Oil,676464.66,0.00015328620106091928,1046490.8290200001,2164686.912,5232454.145099999,20929.816580400002,1547.0,3200.0
423210,423000,"Merchant Wholesalers, Durable Goods",652051.64,0.0001477542356627206,59336.69924,1467116.1900000002,118673.39848,299.9437544,91.0,2250.0
321114,321100,Sawmills,633048.66,0.0001434481798030743,193712.88996,7311712.023,581138.66988,1937.1288996000003,306.0,11550.0
327120,327100,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",615038.9,0.00013936718658102054,252165.94900000005,10701676.860000003,756497.8470000001,2521.6594900000005,410.0,17400.0
483114,483000,Deep Sea Freight Transportation,596078.5,0.00013507077930588596,347513.7655,4291765.199999999,1737568.8274999997,6950.275309999999,583.0,7200.0
622210,622000,General Medical and Surgical Hospitals,593581.6,0.0001345049843160501,77165.608,2596919.5,154331.216,385.82804,130.0,4375.0
512191,512100,Motion Picture and Video Production,575072.04,0.00013031073692445813,28178.529960000007,1173146.9616,56357.059920000014,143.76801000000003,49.0,2039.9999999999998
441227,441000,New Car Dealers,545717.63,0.00012365905759905975,56754.63352,982291.734,113509.26704,283.7731676,104.0,1800.0
332212,332200,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",543626.16,0.0001231851326331452,104376.22271999999,4933407.402,208752.44543999998,521.8811135999999,192.0,9075.0
561431,561000,Administrative and Support Services,467832.11,0.00010601027831404246,49870.90292599999,982447.431,99741.80585199998,247.9510183,106.6,2100.0
541921,541900,Other Professional Services,452455.08,0.00010252585902109701,43345.196664,732977.2296000001,96282.44102400001,262.4239464,95.8,1620.0
321213,321200,Hardwood Veneer and Plywood Manufacturing,450430.84,0.00010206716830451832,113058.14084000004,5202476.202000001,339174.4225200001,1130.5814084,251.00000000000003,11550.0
316214,316000,Leather and Hide Tanning and Finishing,439960.67,9.969463847603917e-05,110430.12817,1704847.5962500002,331290.38451,1104.3012817,251.0,3875.0
423410,423000,"Merchant Wholesalers, Durable Goods",410148.41,9.293921080825768e-05,37323.50530999999,922833.9224999999,74647.01061999999,188.66826859999998,91.0,2250.0
561492,561000,Administrative and Support Services,404639.11,9.169080905508269e-05,43134.529125999994,849742.1309999999,86269.05825199999,214.4587283,106.6,2100.0
327213,327200,Flat Glass Manufacturing,375994.81,8.520003993042614e-05,186493.42575999998,6542309.693999999,559480.2772799999,1864.9342576,496.0,17400.0
721199,721000,Hotels (except Casino Hotels) and Motels,369706.5,8.377511530687908e-05,48061.844999999994,1423370.025,96123.68999999999,240.30922499999997,130.0,3850.0
423110,423000,"Merchant Wholesalers, Durable Goods",367090.01,8.318222134518435e-05,33405.19091,825952.5225,66810.38182,168.8614046,91.0,2250.0
315299,315000,Hosiery and Sock Mills,366471.31,8.304202455708252e-05,38113.01624,1420076.32625,76226.03248,190.56508119999998,104.0,3875.0
221111,221100,Electric Power Generation,331912.97,7.521114000862494e-05,365104.26699999993,1078717.1524999999,1095312.801,3651.0426699999994,1100.0,3250.0
622310,622000,General Medical and Surgical Hospitals,313815.0,7.111015849066288e-05,40795.950000000004,1372940.625,81591.90000000001,203.97975000000002,130.0,4375.0
339995,339900,Other Miscellaneous Manufacturing,298161.24,6.756303246235067e-05,43591.17328799999,1721881.1609999998,99168.42842399998,277.28995319999996,146.2,5775.0
561740,561000,Administrative and Support Services,295895.72,6.704966794419899e-05,31542.483751999996,621381.012,63084.96750399999,156.82473159999998,106.6,2100.0
321215,321200,Hardwood Veneer and Plywood Manufacturing,295538.45,6.696871092709032e-05,74180.15095000001,3413469.0975,222540.45285,741.8015095000001,251.00000000000003,11550.0
327410,327400,Lime Manufacturing,287405.84,6.512586980718609e-05,340575.92040000006,5000861.616,1702879.6020000002,6811.518408000001,1185.0,17400.0
485310,485000,Mixed Mode Transit Systems,282047.47,6.391166863786143e-05,139049.40271,2256379.76,417148.20813,1390.4940271,493.0,8000.0
486990,486000,Pipeline Transportation of Crude Oil,257607.55,5.837360772713658e-05,398518.87984999997,824344.1599999999,1992594.3992499998,7970.377597,1547.0,3200.0
721120,721000,Hotels (except Casino Hotels) and Motels,252384.39,5.7190045005717624e-05,32809.970700000005,971679.9015000002,65619.94140000001,164.0498535,130.0,3850.0
425120,425000,Business to Business Electronic Markets,250467.73,5.675573180726402e-05,20788.821590000003,563552.3925000001,41577.64318000001,105.1964466,83.0,2250.0
315190,315000,Hosiery and Sock Mills,237293.07,5.377036730696737e-05,24678.47928,919510.6462499999,49356.95856,123.3923964,104.0,3875.0
221115,221100,Electric Power Generation,212790.0,4.821799667073963e-05,234068.99999999997,691567.5,702207.0,2340.6899999999996,1100.0,3250.0
493130,493000,General Warehousing and Storage,203805.0,4.618200484740866e-05,45040.905,815220.0,135122.715,450.40905000000004,221.0,4000.0
512230,512200,Music Publishers,177130.84,4.0137667434584867e-05,7085.2336000000005,361346.9136,14170.467200000001,35.426168000000004,40.0,2040.0
336213,336213,Motor Home Manufacturing,175322.08,3.972780426592954e-05,17707.53008,1591047.876,35415.06016,89.41426080000001,101.0,9075.0
524126,524100,Insurance Carriers,167347.37,3.792074312475695e-05,5974.301109000001,214204.6336,11931.867481000001,30.122526600000004,35.7,1280.0
316213,316000,Leather and Hide Tanning and Finishing,162745.02,3.6877855315284804e-05,40849.00001999999,630636.9524999999,122547.00005999999,408.49000019999994,251.0,3875.0
114210,114000,Finfish Fishing,155778.66,3.529928525425199e-05,27728.601480000005,1246229.28,55457.20296000001,138.64300740000002,178.0,7999.999999999999
541860,541800,Advertising Agencies,152212.54,3.4491206104444864e-05,12785.85336,246584.31480000002,25571.70672,63.9292668,84.0,1620.0
339932,339900,Other Miscellaneous Manufacturing,148720.0,3.369980010748812e-05,21742.863999999998,858858.0,49464.272,138.3096,146.2,5775.0
485111,485000,Mixed Mode Transit Systems,148309.23,3.3606720045020715e-05,73116.45039000001,1186473.84,219349.35117000004,731.1645039000001,493.0,8000.0
423390,423000,"Merchant Wholesalers, Durable Goods",132753.88,3.00818936221992e-05,12080.60308,298696.23000000004,24161.20616,61.0667848,91.0,2250.0
423740,423000,"Merchant Wholesalers, Durable Goods",127372.56,2.8862492006314127e-05,11590.902959999998,286588.25999999995,23181.805919999995,58.591377599999994,91.0,2250.0
721211,721000,Hotels (except Casino Hotels) and Motels,121685.1,2.7573719379099667e-05,15819.063000000002,468487.63500000007,31638.126000000004,79.09531500000001,130.0,3850.0
533110,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),117300.0,2.658006019774312e-05,5747.7,168912.0,11495.4,28.151999999999997,49.0,1440.0
113310,113000,Timber Tract Operations,116456.87,2.6389007800858864e-05,28997.760629999997,838489.4639999999,86993.28188999998,289.9776063,249.0,7200.0
721310,721000,Hotels (except Casino Hotels) and Motels,112404.0,2.5470631598185145e-05,14612.52,432755.4,29225.04,73.0626,130.0,3850.0
541214,541200,Offices of Certified Public Accountants,110226.58,2.4977230450054115e-05,5401.10242,178567.0596,10802.20484,26.4543792,49.0,1620.0
524128,524100,Insurance Carriers,107233.98,2.4299110346492596e-05,3828.2530860000006,137259.4944,7645.782774,19.302116400000003,35.7,1280.0
423810,423000,"Merchant Wholesalers, Durable Goods",98660.68,2.23564093226792e-05,8978.121879999999,221986.52999999997,17956.243759999998,45.3839128,91.0,2250.0
315211,315000,Hosiery and Sock Mills,95255.11,2.158471063889721e-05,9906.531439999999,369113.55124999996,19813.062879999998,49.532657199999996,104.0,3875.0
561591,561000,Administrative and Support Services,93390.0,2.1162078617793948e-05,9955.373999999998,196119.0,19910.747999999996,49.4967,106.6,2100.0
561312,561000,Administrative and Support Services,76362.47,1.7303657710557146e-05,8140.239302,160361.187,16280.478604,40.472109100000004,106.6,2100.0
423940,423000,"Merchant Wholesalers, Durable Goods",75500.0,1.7108222889425452e-05,6870.499999999999,169875.0,13740.999999999998,34.73,91.0,2250.0
488410,488000,Support Activities for Transportation,71371.83,1.6172783783658043e-05,47840.53764899999,508981.06846199994,214786.38520199998,835.0504109999998,670.3,7131.4
484122,484000,"General Freight Trucking, Local",70264.5,1.592186393660973e-05,53822.60699999999,786962.3999999999,269113.035,1076.4521399999999,766.0,11200.0
524210,524200,Insurance Agencies and Brokerages,67530.07,1.53022448913709e-05,1755.7818200000002,86438.4896,3511.5636400000003,8.7789091,26.0,1280.0
441110,441000,New Car Dealers,66403.1,1.5046874640381556e-05,6905.922400000001,119525.58000000003,13811.844800000003,34.52961200000001,104.0,1800.0
321219,321200,Hardwood Veneer and Plywood Manufacturing,62900.0,1.4253075758210078e-05,15787.900000000001,726495.0,47363.700000000004,157.87900000000002,251.00000000000003,11550.0
423720,423000,"Merchant Wholesalers, Durable Goods",60414.48,1.3689859464751473e-05,5497.71768,135932.58000000002,10995.43536,27.7906608,91.0,2250.0
441120,441000,New Car Dealers,59819.55,1.3555048934372586e-05,6221.233200000001,107675.19000000002,12442.466400000001,31.106166000000005,104.0,1800.0
454310,454000,Electronic Shopping and Mail-Order Houses,56006.78,1.2691079146477027e-05,4984.60342,71688.6784,9969.20684,25.203051,89.00000000000001,1280.0
541830,541800,Advertising Agencies,51412.44,1.1650006394824008e-05,4318.6449600000005,83288.15280000001,8637.289920000001,21.5932248,84.0,1620.0
315992,315000,Hosiery and Sock Mills,47266.05,1.071043865566527e-05,4915.6692,183155.94374999998,9831.3384,24.578346,104.0,3875.0
316110,316000,Leather and Hide Tanning and Finishing,41924.55,9.500060211110753e-06,10523.06205,162457.63125,31569.18615,105.2306205,251.0,3875.0
441330,441000,New Car Dealers,41592.71,9.424865606029601e-06,4325.64184,74866.878,8651.28368,21.6282092,104.0,1800.0
315234,315000,Hosiery and Sock Mills,39649.21,8.984470490988563e-06,4123.5178399999995,153640.68874999997,8247.035679999999,20.617589199999998,104.0,3875.0
327420,327400,Lime Manufacturing,33495.0,7.589932790480867e-06,39691.575,582813.0,198457.875,793.8314999999999,1185.0,17400.0
524291,524200,Insurance Agencies and Brokerages,33146.09,7.510870140833855e-06,861.7983399999998,42426.99519999999,1723.5966799999997,4.308991699999999,26.0,1280.0
213111,213111,Drilling Oil and Gas Wells,28000.0,6.34477140270083e-06,9996.0,274400.0,29988.0,99.96,357.0,9800.0
541213,541200,Offices of Certified Public Accountants,27472.0,6.225127141964185e-06,1346.1280000000002,44504.64000000001,2692.2560000000003,6.593280000000001,49.0,1620.0
339941,339900,Other Miscellaneous Manufacturing,21559.64,4.885392404447319e-06,3152.0193679999998,124506.92099999999,7170.736263999999,20.050465199999998,146.2,5775.0
441340,441000,New Car Dealers,20582.2,4.66390549873818e-06,2140.5488,37047.96,4281.0976,10.702744000000001,104.0,1800.0
441228,441000,New Car Dealers,18484.0,4.188455521697219e-06,1922.3360000000002,33271.200000000004,3844.6720000000005,9.611680000000002,104.0,1800.0
423510,423000,"Merchant Wholesalers, Durable Goods",10430.69,2.36358370080134e-06,949.19279,23469.0525,1898.38558,4.7981174,91.0,2250.0
512250,512200,Music Publishers,7690.0,1.742546145956049e-06,307.6,15687.6,615.2,1.5380000000000003,40.0,2040.0
113110,113000,Timber Tract Operations,7398.99,1.6766035771739074e-06,1842.3485099999998,53272.728,5527.045529999999,18.4234851,249.0,7200.0
423220,423000,"Merchant Wholesalers, Durable Goods",7145.76,1.6192219178058386e-06,650.26416,16077.960000000001,1300.52832,3.2870496,91.0,2250.0
561440,561000,Administrative and Support Services,4344.0,9.843459633333e-07,463.07039999999995,9122.400000000001,926.1407999999999,2.30232,106.6,2100.0
482112,482000,Line-Haul Railroads,2810.02,6.367476620363351e-07,1253.26892,15736.112,3759.80676,12.532689199999998,446.0,5600.0
512199,512100,Motion Picture and Video Production,1649.0,3.736617158233453e-07,80.801,3363.9599999999996,161.602,0.41225,49.0,2039.9999999999998
