NAICS_Code,BEA_Sector_Code,BEA_Sector_Name,Spending_USD,Pct_of_Total,GHG_kg_CO2e,Energy_MJ,Water_gallons,Land_m2_year,GHG_Intensity_kg_per_1000USD,Energy_Intensity_MJ_per_1000USD
561790,561000,Administrative and Support Services,37726350.73,0.008548752544284484,4021628.9878179994,79225336.53299999,8043257.975635999,19994.965886899998,106.6,2100.0
541350,541300,Architectural Services,37685315.31,0.008539453960023277,3542419.63914,61050210.8022,7084839.27828,17712.098195699997,94.0,1620.0
339920,339900,Other Miscellaneous Manufacturing,35987926.18,0.008154827316763305,5261434.807515999,207830273.6895,11969584.247468,33468.7713474,146.2,5775.0
541613,541600,Management and Technical Consulting,35791016.01,0.008110207673351983,3428779.3337579994,57981445.93619999,7616328.206927999,20758.789285799994,95.8,1620.0
483112,483000,Deep Sea Freight Transportation,35620311.48,0.008071526201200002,20766641.592839997,256466242.65599996,103833207.96419998,415332.8318567999,583.0,7200.0
541711,541700,Research and Development in Nanotechnology,33733584.56,0.007643995808102795,4891369.7612,54648406.9872,9782739.5224,24288.180883200002,145.0,1620.0
221330,221300,Water Supply and Irrigation Systems,32168773.77,0.0072894112812803055,15408842.635829996,104548514.75249998,46226527.90748999,154088.42635829997,478.99999999999994,3250.0
315120,315000,Hosiery and Sock Mills,29459936.44,0.00667559150892486,3063833.38976,114157253.705,6127666.77952,15319.166948799999,104.0,3875.0
512110,512100,Motion Picture and Video Production,29234639.3,0.006624539407104065,1432497.3257000002,59638664.172,2864994.6514000003,7308.659825000001,49.0,2039.9999999999998
488111,488000,Support Activities for Transportation,29196268.95,0.006615844724982935,19570259.077184997,208210272.39003,87863251.77813,341596.34671499993,670.3,7131.4
484210,484000,"General Freight Trucking, Local",27871007.9,0.006315541924584603,21349192.051399995,312155288.47999996,106745960.25699998,426983.84102799994,766.0,11200.0
484220,484000,"General Freight Trucking, Local",27223662.8,0.006168854186078943,20853325.7048,304905023.35999995,104266628.52399999,417066.51409599994,766.0,11200.0
561710,561000,Administrative and Support Services,26942227.13,0.00610508115069623,2872041.4120579995,56578676.973,5744082.824115999,14279.3803789,106.6,2100.0
423310,423000,"Merchant Wholesalers, Durable Goods",25151325.18,0.0056992645979319035,2288770.5913799996,56590481.655,4577541.182759999,11569.6095828,91.0,2250.0
221121,221100,Electric Power Generation,23744467.41,0.005380472064118923,26118914.150999997,77169519.0825,78356742.453,261189.14150999996,1100.0,3250.0
211130,211000,Crude Petroleum Extraction,23565958.48,0.005340022122897825,15011515.551760001,307535758.16400003,75057577.7588,300230.3110352,637.0,13050.0
484110,484000,"General Freight Trucking, Local",23190354.12,0.0052549105585386205,17763811.255919997,259731966.14399996,88819056.2796,355276.22511839995,766.0,11200.0
331110,331110,Iron and Steel Mills and Ferroalloy Manufacturing,20457887.44,0.004635736399606589,20580634.764640003,414272220.66,102903173.82320002,411612.6952928001,1006.0000000000001,20250.0
485999,485000,Mixed Mode Transit Systems,19933749.21,0.004516967212007795,9827338.360530002,159469993.68,29482015.081590004,98273.38360530001,493.0,8000.0
541890,541800,Advertising Agencies,19601088.24,0.004441586575963125,1646491.4121599998,31753762.9488,3292982.8243199997,8232.4570608,84.0,1620.0
561450,561000,Administrative and Support Services,18548707.17,0.004203118100331709,1977292.184322,38952285.057000004,3954584.368644,9830.8148001,106.6,2100.0
541820,541800,Advertising Agencies,18441917.04,0.004178919565941897,1549121.03136,29875905.6048,3098242.06272,7745.605156799999,84.0,1620.0
331210,331200,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,18154735.3,0.004113844476965831,7152965.7082,367633389.82500005,21458897.1246,71529.657082,394.0,20250.0
331221,331200,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,16992089.31,0.0038503900830795168,6694883.18814,344089808.52750003,20084649.56442,66948.83188140001,394.0,20250.0
321212,321200,Hardwood Veneer and Plywood Manufacturing,16396369.58,0.003715400600689208,4115488.7645800007,189378068.64900002,12346466.293740002,41154.88764580001,251.00000000000003,11550.0
339940,339900,Other Miscellaneous Manufacturing,16353840.03,0.003705763448096003,2390931.412386,94443426.17325,5439287.193978,15209.0712279,146.2,5775.0
488210,488000,Support Activities for Transportation,15530048.18,0.0035190930562510737,10409791.295053998,110750985.59085199,46736126.992892,181701.56370599996,670.3,7131.4
488490,488000,Support Activities for Transportation,14550436.73,0.003297114102189706,9753157.740118999,103764984.496322,43788084.295262,170240.109741,670.3,7131.4
485113,485000,Mixed Mode Transit Systems,14475866.72,0.003280216614084452,7136602.29296,115806933.76,21409806.87888,71366.0229296,493.0,8000.0
561599,561000,Administrative and Support Services,14180855.49,0.003213367370670895,1511679.195234,29779796.529000003,3023358.390468,7515.8534097,106.6,2100.0
561410,561000,Administrative and Support Services,14110751.86,0.0031974819597119838,1504206.1482759998,29632578.906,3008412.2965519996,7478.6984858,106.6,2100.0
541430,541400,Interior Design Services,13909502.85,0.0031518791395880605,1224036.2507999998,22533394.617,2448072.5015999996,6120.181254,88.0,1620.0
541410,541400,Interior Design Services,13701180.51,0.003104673510110356,1205703.8848799998,22195912.4262,2411407.7697599996,6028.5194244,88.0,1620.0
541199,541100,Offices of Lawyers,13691624.5,0.003102508128004216,492898.482,22180431.69,985796.964,2464.4924100000003,36.0,1620.0
332613,332600,Spring Manufacturing,13564342.35,0.003073666122811563,2862076.2358499994,123096406.82624997,8586228.707549999,28620.762358499993,211.0,9075.0
541360,541300,Architectural Services,13421124.1,0.003041213013634961,1261585.6653999998,21742221.041999996,2523171.3307999996,6307.928326999999,94.0,1620.0
423430,423000,"Merchant Wholesalers, Durable Goods",13392014.11,0.0030346167196319287,1218673.2840099998,30132031.7475,2437346.5680199997,6160.3264905999995,91.0,2250.0
712110,712000,Museums,12636005.06,0.0028633058410382495,1478412.59202,26535610.626,2956825.18404,7328.8829348,117.0,2100.0
315999,315000,Hosiery and Sock Mills,12521504.71,0.002837360178671134,1302236.48984,48520830.75125,2604472.97968,6511.1824492,104.0,3875.0
485510,485000,Mixed Mode Transit Systems,11317343.95,0.0025644985803031876,5579450.56735,90538751.6,16738351.70205,55794.505673499996,493.0,8000.0
221114,221100,Electric Power Generation,10767174.91,0.0024398308377444958,11843892.400999999,34993318.4575,35531677.203,118438.92400999999,1100.0,3250.0
332913,332900,Other Fabricated Metal Product Manufacturing,10096969.36,0.002287962944616946,2478805.97788,91907663.5994,6846754.923016001,21809.453817600002,245.50000000000003,9102.5
493120,493000,General Warehousing and Storage,9930134.02,0.0022501582269672366,2194559.6184199997,39720536.08,6583678.855259999,21945.5961842,221.0,4000.0
561330,561000,Administrative and Support Services,9768801.67,0.002213600481231147,1041354.258022,20514483.507000003,2082708.516044,5177.4648851,106.6,2100.0
561311,561000,Administrative and Support Services,9628296.23,0.002181762092029865,1026376.378118,20219422.083000004,2052752.756236,5102.9970019,106.6,2100.0
339950,339900,Other Miscellaneous Manufacturing,9610889.07,0.0021778176473523565,1405111.982034,55502884.379250005,3196581.7046820004,8938.126835100002,146.2,5775.0
315240,315000,Hosiery and Sock Mills,9342152.22,0.002116922151611931,971583.83088,36200839.8525,1943167.66176,4857.9191544,104.0,3875.0
332811,332800,Metal Heat Treating,9153907.66,0.0020742661265761454,3130636.41972,83071712.0145,9391909.25916,31306.3641972,342.0,9075.0
339930,339900,Other Miscellaneous Manufacturing,9124166.94,0.0020675269097992976,1333953.2066279997,52692064.078499995,3034697.9242439996,8485.475254199999,146.2,5775.0
336214,336214,Travel Trailer and Camper Manufacturing,9105856.35,0.0020633777488064916,1411407.73425,82635646.37625,2822815.4685,7102.567953000001,155.0,9075.0
423990,423000,"Merchant Wholesalers, Durable Goods",9016570.21,0.0020431456006732933,820507.88911,20287282.9725,1641015.77822,4147.6222966,91.0,2250.0
115210,115000,Cotton Ginning,8502703.98,0.001926704037783376,2712362.56962,54417305.472,8137087.708860001,27123.6256962,319.0,6400.0
541910,541900,Other Professional Services,8167884.31,0.001850834242523457,782483.316898,13231972.5822,1738125.781168,4737.3728998,95.8,1620.0
512120,512100,Motion Picture and Video Production,8085870.8,0.0018322500649204886,396207.6692,16495176.431999998,792415.3384,2021.4677,49.0,2039.9999999999998
332215,332200,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",7657008.79,0.0017350703714650315,1470145.6876799997,69487354.76924999,2940291.3753599995,7350.7284383999995,192.0,9075.0
115310,115000,Cotton Ginning,7633898.58,0.0017298336214822312,2435213.64702,48856950.912,7305640.94106,24352.1364702,319.0,6400.0
721191,721000,Hotels (except Casino Hotels) and Motels,7343554.54,0.0016640419585559232,954662.0902000001,28272684.979000002,1909324.1804000002,4773.310451,130.0,3850.0
561421,561000,Administrative and Support Services,6950689.38,0.001575019114545727,740943.4879079999,14596447.698,1481886.9758159998,3683.8653713999997,106.6,2100.0
332812,332800,Metal Heat Treating,6724790.88,0.0015238307451631195,2299878.48096,61027477.236,6899635.44288,22998.7848096,342.0,9075.0
441222,441000,New Car Dealers,6663528.69,0.0015099487954781615,693006.9837600001,11994351.642,1386013.9675200002,3465.0349188,104.0,1800.0
339910,339900,Other Miscellaneous Manufacturing,6657691.64,0.001508626125909728,973354.5177679999,38448169.221,2214348.239464,6191.6532252,146.2,5775.0
541110,541100,Offices of Lawyers,6416224.23,0.0014539098574221484,230984.07228000005,10394283.252600001,461968.1445600001,1154.9203614000003,36.0,1620.0
211120,211000,Crude Petroleum Extraction,6353877.33,0.0014397821135590393,4047419.8592100004,82918099.15650001,20237099.29605,80948.39718420002,637.0,13050.0
114119,114000,Finfish Fishing,6199084.83,0.0014047062911535905,1103437.0997400002,49592678.64,2206874.1994800004,5517.185498700001,178.0,7999.999999999999
541940,541900,Other Professional Services,6122293.95,0.0013873055561745822,586515.76041,9918116.199000001,1302824.1525600003,3550.930491,95.8,1620.0
331222,331200,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,5561430.73,0.0012602145233502,2191203.70762,112618972.28250001,6573611.1228600005,21912.037076200002,394.0,20250.0
316998,316000,Leather and Hide Tanning and Finishing,4965121.39,0.0011250914359360782,1246245.46889,19239845.386249997,3738736.4066699995,12462.454688899998,251.0,3875.0
